Date,Category,Product,Region,Units,Price,Sales,Satisfaction
2025-10-02,Sports,Yoga Mat,West,1,31.1,31.1,4.6
2025-10-02,Clothing,Sneakers,South,1,72.81,72.81,4.4
2025-10-02,Electronics,Headphones,South,1,159.97,159.97,5.0
2025-10-02,Clothing,T-Shirt,North,2,24.58,49.16,5.0
2025-10-02,Sports,Dumbbell,South,1,38.45,38.45,3.7
2025-10-02,Electronics,Smartwatch,West,1,253.27,253.27,4.1
2025-10-02,Home,Vacuum,West,1,169.12,169.12,3.7
2025-10-03,Beauty,Lipstick,East,2,13.89,27.78,5.0
2025-10-03,Sports,Running Shoes,South,1,96.71,96.71,3.6
2025-10-03,Beauty,Perfume,South,3,72.51,217.53,3.1
2025-10-03,Sports,Bicycle,South,2,405.23,810.46,5.0
2025-10-03,Clothing,Jacket,North,1,122.86,122.86,5.0
2025-10-03,Electronics,Laptop,East,2,1093.99,2187.98,4.0
2025-10-03,Clothing,Sneakers,South,1,73.27,73.27,4.3
2025-10-03,Electronics,Headphones,North,1,153.22,153.22,3.3
2025-10-03,Clothing,Jacket,East,2,117.71,235.42,4.5
2025-10-04,Electronics,Smartphone,North,1,697.35,697.35,3.2
2025-10-04,Electronics,Smartphone,West,2,678.28,1356.56,5.0
2025-10-04,Beauty,Face Cream,North,2,38.16,76.32,4.7
2025-10-04,Sports,Yoga Mat,North,1,29.76,29.76,5.0
2025-10-04,Home,Coffee Maker,South,1,89.58,89.58,5.0
2025-10-04,Home,Sofa,East,3,644.37,1933.11,3.5
2025-10-04,Sports,Bicycle,South,2,423.45,846.9,3.1
2025-10-05,Sports,Dumbbell,South,1,37.62,37.62,4.4
2025-10-05,Clothing,Jeans,South,1,63.23,63.23,3.5
2025-10-05,Electronics,Smartphone,South,3,661.8,1985.4,4.7
2025-10-05,Sports,Yoga Mat,South,3,29.73,89.19,4.2
2025-10-05,Sports,Running Shoes,South,1,95.99,95.99,2.9
2025-10-05,Beauty,Lipstick,West,1,15.28,15.28,4.3
2025-10-05,Sports,Running Shoes,West,2,91.46,182.92,4.0
2025-10-05,Beauty,Lipstick,South,1,14.83,14.83,3.0
2025-10-05,Clothing,Sneakers,North,1,72.43,72.43,4.7
2025-10-05,Beauty,Perfume,South,3,75.07,225.21,4.4
2025-10-05,Electronics,Smartwatch,South,2,251.56,503.12,5.0
2025-10-05,Home,Coffee Maker,East,2,89.0,178.0,4.8
2025-10-06,Electronics,Laptop,West,3,1056.95,3170.85,4.5
2025-10-06,Home,Vacuum,West,1,185.63,185.63,4.3
2025-10-06,Home,Sofa,South,1,578.45,578.45,4.8
2025-10-06,Beauty,Face Cream,East,2,36.73,73.46,4.3
2025-10-06,Clothing,Sneakers,East,5,87.46,437.3,3.7
2025-10-06,Beauty,Face Cream,West,1,33.2,33.2,4.3
2025-10-06,Beauty,Face Cream,South,1,37.62,37.62,5.0
2025-10-06,Home,Sofa,South,1,649.83,649.83,2.9
2025-10-07,Sports,Dumbbell,South,1,39.12,39.12,3.5
2025-10-07,Clothing,Jeans,North,1,57.22,57.22,4.4
2025-10-07,Clothing,Jacket,West,2,121.98,243.96,4.7
2025-10-07,Home,Vacuum,East,1,174.53,174.53,5.0
2025-10-07,Electronics,Headphones,East,2,139.25,278.5,4.9
2025-10-07,Home,Sofa,West,1,601.77,601.77,5.0
2025-10-07,Clothing,Sneakers,East,4,85.02,340.08,2.9
2025-10-07,Beauty,Perfume,East,2,78.33,156.66,3.0
2025-10-07,Beauty,Face Cream,West,1,33.7,33.7,4.8
2025-10-07,Beauty,Perfume,West,3,82.21,246.63,5.0
2025-10-07,Clothing,Jeans,North,4,58.86,235.44,3.9
2025-10-08,Beauty,Face Cream,South,1,38.31,38.31,4.9
2025-10-08,Sports,Running Shoes,South,1,97.91,97.91,5.0
2025-10-08,Electronics,Smartphone,North,2,657.85,1315.7,4.4
2025-10-08,Clothing,Jacket,North,1,129.26,129.26,5.0
2025-10-08,Home,Blender,South,1,46.34,46.34,3.8
2025-10-08,Electronics,Laptop,West,1,950.48,950.48,4.4
2025-10-08,Electronics,Headphones,South,2,160.35,320.7,2.4
2025-10-08,Clothing,Sneakers,West,3,72.77,218.31,3.3
2025-10-08,Electronics,Headphones,South,2,139.31,278.62,4.9
2025-10-08,Clothing,Jacket,South,2,113.33,226.66,4.5
2025-10-08,Sports,Running Shoes,South,2,92.61,185.22,5.0
2025-10-09,Beauty,Mascara,East,2,20.08,40.16,5.0
2025-10-09,Beauty,Mascara,West,1,21.49,21.49,5.0
2025-10-09,Sports,Bicycle,North,1,439.35,439.35,5.0
2025-10-09,Home,Blender,North,1,46.8,46.8,4.3
2025-10-09,Beauty,Perfume,South,3,76.56,229.68,3.0
2025-10-09,Sports,Yoga Mat,East,1,27.16,27.16,2.6
2025-10-10,Home,Vacuum,South,3,195.88,587.64,5.0
2025-10-10,Home,Blender,South,1,48.01,48.01,3.2
2025-10-10,Electronics,Laptop,West,5,972.71,4863.55,1.8
2025-10-10,Clothing,Jeans,East,3,59.95,179.85,3.3
2025-10-10,Beauty,Face Cream,North,1,37.56,37.56,2.9
2025-10-10,Clothing,Jacket,East,5,113.93,569.65,3.9
2025-10-10,Beauty,Perfume,North,1,76.98,76.98,5.0
2025-10-10,Home,Blender,West,1,48.14,48.14,5.0
2025-10-10,Sports,Yoga Mat,West,4,32.68,130.72,4.0
2025-10-10,Sports,Bicycle,South,1,421.94,421.94,3.2
2025-10-10,Home,Vacuum,East,1,169.43,169.43,3.3
2025-10-10,Beauty,Face Cream,East,1,34.41,34.41,5.0
2025-10-10,Sports,Dumbbell,North,2,43.51,87.02,4.7
2025-10-11,Beauty,Mascara,West,1,21.44,21.44,4.8
2025-10-11,Clothing,Jacket,South,1,113.63,113.63,2.8
2025-10-11,Clothing,Jeans,West,1,63.84,63.84,3.9
2025-10-11,Sports,Dumbbell,South,3,43.82,131.46,4.2
2025-10-11,Sports,Bicycle,West,2,407.42,814.84,4.7
2025-10-11,Clothing,Jeans,East,3,63.64,190.92,2.3
2025-10-11,Clothing,T-Shirt,North,2,23.04,46.08,3.6
2025-10-11,Clothing,Jeans,South,1,57.15,57.15,3.5
2025-10-11,Electronics,Laptop,East,2,1048.32,2096.64,3.5
2025-10-11,Beauty,Lipstick,South,2,13.88,27.76,3.5
2025-10-12,Beauty,Mascara,South,3,21.63,64.89,4.2
2025-10-12,Electronics,Smartphone,East,1,685.43,685.43,4.6
2025-10-12,Home,Vacuum,South,4,171.83,687.32,2.3
2025-10-12,Electronics,Smartwatch,East,1,237.71,237.71,3.3
2025-10-12,Clothing,Jacket,North,3,130.82,392.46,5.0
2025-10-12,Beauty,Lipstick,West,2,13.68,27.36,3.2
2025-10-13,Beauty,Face Cream,West,1,34.29,34.29,5.0
2025-10-13,Home,Coffee Maker,West,2,89.34,178.68,3.1
2025-10-13,Beauty,Mascara,East,1,21.92,21.92,4.4
2025-10-13,Sports,Running Shoes,East,1,98.73,98.73,4.0
2025-10-13,Home,Coffee Maker,North,1,84.79,84.79,5.0
2025-10-13,Home,Blender,North,1,47.97,47.97,5.0
2025-10-13,Home,Blender,West,3,51.7,155.1,4.7
2025-10-14,Sports,Dumbbell,South,1,43.06,43.06,3.1
2025-10-14,Sports,Bicycle,North,1,486.65,486.65,3.7
2025-10-14,Home,Sofa,South,1,618.55,618.55,2.9
2025-10-14,Sports,Yoga Mat,South,1,27.89,27.89,2.9
2025-10-14,Home,Coffee Maker,West,3,97.12,291.36,3.9
2025-10-14,Home,Blender,East,4,46.23,184.92,3.9
2025-10-14,Home,Vacuum,North,2,187.93,375.86,3.8
2025-10-14,Clothing,Sneakers,East,1,86.75,86.75,3.9
2025-10-14,Home,Vacuum,North,3,182.89,548.67,4.6
2025-10-14,Home,Coffee Maker,North,1,94.65,94.65,4.7
2025-10-15,Home,Vacuum,North,2,188.85,377.7,4.1
2025-10-15,Sports,Bicycle,East,3,408.24,1224.72,2.8
2025-10-15,Electronics,Headphones,South,2,164.41,328.82,5.0
2025-10-15,Home,Sofa,East,1,614.36,614.36,5.0
2025-10-15,Clothing,Jeans,North,1,54.94,54.94,3.2
2025-10-15,Beauty,Lipstick,West,3,16.49,49.47,4.1
2025-10-15,Sports,Dumbbell,South,1,40.05,40.05,3.6
2025-10-15,Beauty,Lipstick,South,3,13.6,40.8,3.0
2025-10-15,Home,Vacuum,South,3,188.79,566.37,4.3
2025-10-15,Home,Vacuum,South,1,183.59,183.59,3.5
2025-10-16,Electronics,Headphones,East,1,160.25,160.25,3.4
2025-10-16,Electronics,Laptop,North,2,915.5,1831.0,3.8
2025-10-16,Home,Sofa,West,1,649.88,649.88,3.3
2025-10-16,Clothing,Sneakers,West,2,86.57,173.14,4.7
2025-10-16,Clothing,T-Shirt,South,4,22.6,90.4,3.0
2025-10-16,Sports,Dumbbell,West,3,43.85,131.55,4.0
2025-10-17,Electronics,Smartphone,East,4,659.22,2636.88,4.5
2025-10-17,Clothing,Jeans,South,1,63.83,63.83,3.3
2025-10-17,Beauty,Perfume,North,1,80.21,80.21,3.7
2025-10-17,Home,Sofa,North,1,598.73,598.73,3.6
2025-10-17,Electronics,Smartwatch,North,2,245.45,490.9,2.8
2025-10-17,Sports,Dumbbell,North,2,39.46,78.92,4.5
2025-10-17,Home,Blender,West,1,45.78,45.78,4.6
2025-10-17,Sports,Yoga Mat,East,1,30.92,30.92,4.9
2025-10-17,Sports,Yoga Mat,East,2,29.79,59.58,5.0
2025-10-17,Clothing,Jacket,South,3,111.51,334.53,5.0
2025-10-18,Home,Coffee Maker,East,1,95.38,95.38,2.6
2025-10-18,Sports,Bicycle,East,4,436.27,1745.08,4.5
2025-10-18,Beauty,Lipstick,East,2,14.65,29.3,3.4
2025-10-18,Electronics,Smartwatch,West,1,273.61,273.61,4.0
2025-10-18,Sports,Dumbbell,West,1,36.87,36.87,3.1
2025-10-18,Sports,Bicycle,West,1,440.21,440.21,4.6
2025-10-19,Electronics,Laptop,West,1,981.21,981.21,5.0
2025-10-19,Clothing,Sneakers,West,3,76.86,230.58,4.6
2025-10-19,Home,Vacuum,East,1,168.69,168.69,2.8
2025-10-19,Home,Sofa,North,2,562.43,1124.86,3.4
2025-10-19,Clothing,T-Shirt,East,1,27.43,27.43,3.3
2025-10-19,Home,Blender,West,2,49.53,99.06,4.0
2025-10-19,Sports,Dumbbell,West,2,42.05,84.1,2.9
2025-10-19,Electronics,Smartwatch,South,1,260.24,260.24,3.9
2025-10-19,Beauty,Face Cream,South,2,36.62,73.24,4.1
2025-10-19,Sports,Running Shoes,North,2,90.2,180.4,3.2
2025-10-19,Clothing,Sneakers,North,1,86.82,86.82,5.0
2025-10-19,Home,Sofa,South,3,560.34,1681.02,5.0
2025-10-20,Electronics,Headphones,West,2,137.78,275.56,4.4
2025-10-20,Electronics,Smartphone,North,4,676.56,2706.24,3.8
2025-10-20,Electronics,Smartphone,North,1,640.82,640.82,3.9
2025-10-20,Beauty,Mascara,East,1,21.92,21.92,5.0
2025-10-20,Beauty,Face Cream,West,1,38.29,38.29,4.0
2025-10-20,Electronics,Smartwatch,East,1,231.43,231.43,5.0
2025-10-20,Home,Blender,West,3,46.54,139.62,3.9
2025-10-21,Electronics,Smartwatch,South,1,273.87,273.87,3.2
2025-10-21,Home,Vacuum,East,1,195.34,195.34,3.6
2025-10-21,Clothing,Jacket,West,3,114.65,343.95,3.5
2025-10-21,Home,Blender,West,1,47.5,47.5,4.0
2025-10-21,Electronics,Laptop,West,5,1067.66,5338.3,4.9
2025-10-21,Home,Blender,South,1,45.09,45.09,4.5
2025-10-21,Home,Coffee Maker,North,1,91.69,91.69,5.0
2025-10-21,Clothing,Sneakers,West,2,76.35,152.7,3.6
2025-10-21,Sports,Running Shoes,East,4,84.76,339.04,3.9
2025-10-21,Beauty,Perfume,North,1,84.05,84.05,4.6
2025-10-21,Electronics,Smartwatch,South,1,269.53,269.53,4.7
2025-10-21,Beauty,Mascara,South,1,21.8,21.8,4.2
2025-10-22,Home,Vacuum,West,1,187.88,187.88,4.5
2025-10-22,Sports,Running Shoes,North,2,86.48,172.96,3.9
2025-10-22,Sports,Dumbbell,West,1,38.87,38.87,3.8
2025-10-22,Home,Sofa,South,3,608.28,1824.84,3.8
2025-10-22,Home,Blender,North,2,46.39,92.78,4.4
2025-10-22,Electronics,Laptop,East,3,1040.77,3122.31,5.0
2025-10-22,Clothing,T-Shirt,South,1,22.86,22.86,5.0
2025-10-22,Clothing,Jeans,North,2,55.86,111.72,4.5
2025-10-22,Clothing,Sneakers,South,2,79.61,159.22,4.0
2025-10-22,Clothing,Jacket,North,3,124.28,372.84,3.9
2025-10-22,Electronics,Smartwatch,South,3,246.9,740.7,3.7
2025-10-22,Beauty,Mascara,South,1,18.15,18.15,4.5
2025-10-22,Beauty,Perfume,North,2,82.05,164.1,2.8
2025-10-23,Clothing,Jacket,South,1,111.17,111.17,3.2
2025-10-23,Electronics,Laptop,East,3,1061.9,3185.7,3.8
2025-10-23,Clothing,Jacket,South,5,112.57,562.85,4.2
2025-10-23,Home,Blender,West,1,54.87,54.87,4.0
2025-10-23,Sports,Bicycle,West,1,416.62,416.62,3.3
2025-10-23,Home,Blender,West,1,53.01,53.01,3.0
2025-10-23,Home,Vacuum,East,3,196.27,588.81,5.0
2025-10-23,Beauty,Perfume,South,1,74.77,74.77,4.8
2025-10-23,Sports,Running Shoes,West,2,96.75,193.5,4.8
2025-10-23,Sports,Running Shoes,South,3,97.64,292.92,4.6
2025-10-24,Sports,Dumbbell,South,2,43.49,86.98,4.9
2025-10-24,Sports,Running Shoes,South,3,95.93,287.79,4.6
2025-10-24,Electronics,Headphones,South,3,158.27,474.81,5.0
2025-10-24,Beauty,Face Cream,West,2,35.03,70.06,4.1
2025-10-24,Electronics,Smartphone,South,1,659.05,659.05,3.8
2025-10-24,Home,Vacuum,West,3,184.06,552.18,5.0
2025-10-24,Beauty,Lipstick,West,1,15.33,15.33,2.6
2025-10-24,Sports,Running Shoes,West,2,94.21,188.42,4.2
2025-10-25,Clothing,T-Shirt,East,2,26.35,52.7,4.7
2025-10-25,Home,Vacuum,West,1,168.64,168.64,3.8
2025-10-25,Home,Vacuum,South,1,163.54,163.54,2.6
2025-10-25,Home,Blender,East,1,51.55,51.55,3.6
2025-10-25,Clothing,T-Shirt,South,3,24.5,73.5,2.8
2025-10-25,Home,Vacuum,East,1,193.92,193.92,4.6
2025-10-25,Beauty,Lipstick,West,1,14.09,14.09,4.2
2025-10-25,Clothing,T-Shirt,East,3,27.35,82.05,4.7
2025-10-25,Home,Vacuum,South,2,189.6,379.2,4.0
2025-10-25,Clothing,Sneakers,South,2,80.24,160.48,4.0
2025-10-25,Sports,Bicycle,North,1,455.56,455.56,3.3
2025-10-25,Beauty,Face Cream,East,4,38.41,153.64,3.7
2025-10-25,Sports,Bicycle,North,2,483.3,966.6,4.4
2025-10-25,Clothing,Jacket,East,1,125.18,125.18,3.9
2025-10-26,Clothing,Sneakers,North,2,72.8,145.6,5.0
2025-10-26,Electronics,Laptop,West,4,1081.34,4325.36,4.9
2025-10-26,Electronics,Smartphone,South,3,682.97,2048.91,3.8
2025-10-26,Beauty,Lipstick,East,4,14.91,59.64,5.0
2025-10-26,Sports,Bicycle,East,1,438.72,438.72,3.9
2025-10-26,Sports,Yoga Mat,West,1,29.4,29.4,4.1
2025-10-26,Beauty,Lipstick,East,2,13.93,27.86,5.0
2025-10-26,Electronics,Headphones,North,1,152.64,152.64,3.1
2025-10-26,Sports,Dumbbell,East,1,40.79,40.79,5.0
2025-10-26,Clothing,Sneakers,East,2,80.4,160.8,5.0
2025-10-26,Beauty,Mascara,North,2,21.87,43.74,4.9
2025-10-27,Clothing,Jeans,West,2,59.98,119.96,3.9
2025-10-27,Sports,Bicycle,South,2,473.28,946.56,4.3
2025-10-27,Clothing,Jeans,West,1,62.16,62.16,2.7
2025-10-27,Beauty,Mascara,West,1,20.8,20.8,3.2
2025-10-27,Electronics,Laptop,East,1,943.93,943.93,4.2
2025-10-27,Clothing,T-Shirt,South,1,26.9,26.9,3.7
2025-10-27,Clothing,T-Shirt,North,3,23.17,69.51,4.8
2025-10-27,Beauty,Face Cream,East,1,36.1,36.1,4.3
2025-10-27,Home,Coffee Maker,North,5,88.14,440.7,3.8
2025-10-27,Electronics,Headphones,North,3,158.04,474.12,3.7
2025-10-27,Clothing,Jeans,East,2,62.13,124.26,5.0
2025-10-27,Home,Vacuum,West,3,164.4,493.2,4.3
2025-10-27,Sports,Dumbbell,East,1,38.77,38.77,4.1
2025-10-27,Electronics,Smartwatch,South,1,266.66,266.66,5.0
2025-10-28,Electronics,Laptop,West,2,938.43,1876.86,2.8
2025-10-28,Beauty,Mascara,North,1,19.09,19.09,4.8
2025-10-28,Home,Sofa,South,1,630.22,630.22,3.6
2025-10-28,Clothing,Jeans,West,1,62.6,62.6,3.1
2025-10-28,Sports,Bicycle,South,1,454.17,454.17,2.5
2025-10-28,Beauty,Mascara,North,2,21.34,42.68,4.8
2025-10-28,Beauty,Face Cream,West,1,34.89,34.89,4.1
2025-10-28,Clothing,Jeans,West,2,55.75,111.5,2.8
2025-10-28,Home,Blender,South,3,49.99,149.97,4.3
2025-10-29,Clothing,Sneakers,North,3,74.97,224.91,4.0
2025-10-29,Beauty,Lipstick,East,1,14.71,14.71,3.3
2025-10-29,Clothing,Jeans,South,1,56.02,56.02,5.0
2025-10-29,Beauty,Mascara,East,4,21.15,84.6,3.9
2025-10-29,Beauty,Face Cream,East,1,32.85,32.85,3.3
2025-10-29,Sports,Bicycle,East,4,416.16,1664.64,4.4
2025-10-29,Electronics,Smartphone,South,2,757.99,1515.98,3.2
2025-10-29,Beauty,Lipstick,East,1,14.31,14.31,3.7
2025-10-29,Home,Sofa,North,5,614.98,3074.9,4.1
2025-10-29,Sports,Bicycle,North,1,485.51,485.51,5.0
2025-10-29,Clothing,Jeans,West,1,61.32,61.32,2.9
2025-10-29,Beauty,Perfume,North,4,80.33,321.32,4.6
2025-10-29,Sports,Bicycle,West,3,484.93,1454.79,5.0
2025-10-29,Clothing,T-Shirt,North,3,25.47,76.41,3.4
2025-10-30,Sports,Yoga Mat,East,3,32.71,98.13,4.1
2025-10-30,Home,Coffee Maker,South,3,89.85,269.55,3.5
2025-10-30,Sports,Bicycle,South,1,470.14,470.14,3.8
2025-10-30,Electronics,Laptop,South,1,903.48,903.48,4.0
2025-10-30,Sports,Yoga Mat,West,1,31.27,31.27,4.7
2025-10-30,Beauty,Face Cream,North,1,37.58,37.58,5.0
2025-10-30,Electronics,Smartwatch,South,1,225.84,225.84,4.2
2025-10-30,Beauty,Lipstick,South,2,16.41,32.82,3.4
2025-10-30,Clothing,T-Shirt,West,2,26.2,52.4,4.0
2025-10-30,Home,Coffee Maker,North,1,89.2,89.2,5.0
2025-10-30,Home,Blender,West,5,47.25,236.25,5.0
2025-10-30,Clothing,Jacket,East,3,131.17,393.51,4.3
2025-10-31,Sports,Bicycle,North,2,435.89,871.78,3.6
2025-10-31,Home,Blender,East,2,47.39,94.78,2.7
2025-10-31,Clothing,Jacket,West,1,120.53,120.53,2.6
2025-10-31,Beauty,Mascara,West,3,21.18,63.54,4.1
2025-10-31,Clothing,Jeans,West,4,57.56,230.24,3.0
2025-10-31,Clothing,Jeans,North,1,63.72,63.72,3.7
2025-10-31,Home,Blender,South,2,52.37,104.74,5.0
2025-10-31,Home,Sofa,East,1,583.09,583.09,5.0
2025-10-31,Sports,Dumbbell,West,2,43.91,87.82,4.5
2025-10-31,Home,Coffee Maker,East,1,93.66,93.66,4.2
2025-10-31,Sports,Dumbbell,North,2,41.47,82.94,5.0
2025-10-31,Electronics,Headphones,West,1,152.26,152.26,5.0
2025-10-31,Beauty,Mascara,South,1,20.96,20.96,4.9
2025-10-31,Beauty,Face Cream,West,1,35.19,35.19,4.6
2025-11-01,Clothing,Jeans,West,3,54.41,163.23,3.8
2025-11-01,Electronics,Laptop,West,4,914.74,3658.96,3.5
2025-11-01,Beauty,Face Cream,West,2,37.94,75.88,4.2
2025-11-01,Sports,Bicycle,West,3,448.36,1345.08,3.8
2025-11-01,Clothing,Jeans,North,1,54.09,54.09,3.4
2025-11-01,Beauty,Mascara,North,1,19.39,19.39,4.0
2025-11-01,Clothing,Sneakers,North,1,80.1,80.1,4.3
2025-11-01,Beauty,Perfume,West,1,87.08,87.08,4.0
2025-11-02,Electronics,Laptop,North,2,972.76,1945.52,4.6
2025-11-02,Sports,Bicycle,West,2,458.0,916.0,3.9
2025-11-02,Clothing,Jeans,South,1,55.53,55.53,4.2
2025-11-02,Sports,Dumbbell,South,1,40.49,40.49,4.7
2025-11-02,Home,Sofa,West,1,568.93,568.93,4.6
2025-11-02,Electronics,Smartwatch,East,3,261.24,783.72,4.2
2025-11-02,Sports,Yoga Mat,East,2,28.8,57.6,4.9
2025-11-02,Electronics,Smartwatch,East,1,258.67,258.67,3.9
2025-11-03,Beauty,Perfume,South,3,80.05,240.15,4.9
2025-11-03,Home,Sofa,West,3,586.18,1758.54,2.7
2025-11-03,Home,Vacuum,North,3,171.01,513.03,3.6
2025-11-03,Electronics,Laptop,West,1,932.57,932.57,5.0
2025-11-03,Sports,Dumbbell,South,1,37.17,37.17,5.0
2025-11-03,Sports,Yoga Mat,East,2,30.06,60.12,3.9
2025-11-03,Home,Coffee Maker,West,3,93.02,279.06,4.5
2025-11-04,Home,Sofa,West,1,568.5,568.5,4.8
2025-11-04,Home,Vacuum,West,1,190.67,190.67,5.0
2025-11-04,Beauty,Perfume,North,4,75.17,300.68,5.0
2025-11-04,Home,Blender,East,4,51.71,206.84,3.9
2025-11-04,Electronics,Laptop,East,5,934.29,4671.45,5.0
2025-11-05,Home,Coffee Maker,East,4,92.43,369.72,4.1
2025-11-05,Sports,Running Shoes,North,1,97.64,97.64,2.7
2025-11-05,Clothing,Jeans,West,1,59.85,59.85,4.6
2025-11-05,Electronics,Laptop,North,2,1035.48,2070.96,4.7
2025-11-05,Electronics,Smartwatch,East,1,268.44,268.44,4.4
2025-11-06,Home,Blender,North,1,45.09,45.09,3.9
2025-11-06,Clothing,T-Shirt,East,1,24.28,24.28,4.3
2025-11-06,Beauty,Face Cream,West,3,32.09,96.27,5.0
2025-11-06,Home,Sofa,East,1,643.88,643.88,4.0
2025-11-06,Clothing,T-Shirt,South,1,23.26,23.26,3.9
2025-11-06,Clothing,Sneakers,North,1,83.13,83.13,4.0
2025-11-07,Electronics,Headphones,West,1,150.09,150.09,3.3
2025-11-07,Clothing,Jeans,East,1,54.52,54.52,5.0
2025-11-07,Electronics,Laptop,North,1,1033.99,1033.99,3.5
2025-11-07,Beauty,Perfume,South,1,80.88,80.88,4.0
2025-11-07,Home,Vacuum,East,1,174.34,174.34,3.7
2025-11-08,Sports,Bicycle,East,4,489.23,1956.92,5.0
2025-11-08,Sports,Bicycle,East,1,407.4,407.4,5.0
2025-11-08,Home,Coffee Maker,South,1,83.3,83.3,4.3
2025-11-08,Electronics,Smartphone,East,2,737.16,1474.32,4.7
2025-11-08,Sports,Dumbbell,South,1,36.88,36.88,3.8
2025-11-08,Sports,Dumbbell,South,2,36.29,72.58,3.2
2025-11-08,Electronics,Smartwatch,South,1,272.55,272.55,4.5
2025-11-08,Electronics,Smartwatch,West,5,238.33,1191.65,3.9
2025-11-08,Sports,Running Shoes,West,4,86.7,346.8,4.4
2025-11-09,Clothing,T-Shirt,West,4,23.1,92.4,4.4
2025-11-09,Electronics,Laptop,West,4,1052.34,4209.36,3.8
2025-11-09,Sports,Yoga Mat,North,4,32.1,128.4,4.2
2025-11-09,Electronics,Laptop,North,4,986.22,3944.88,3.0
2025-11-09,Sports,Running Shoes,South,1,90.53,90.53,2.7
2025-11-09,Sports,Running Shoes,North,3,87.8,263.4,4.1
2025-11-10,Home,Coffee Maker,East,2,82.95,165.9,4.4
2025-11-10,Clothing,Sneakers,East,2,76.63,153.26,4.1
2025-11-10,Beauty,Mascara,West,1,18.66,18.66,2.8
2025-11-10,Electronics,Smartphone,West,2,689.32,1378.64,4.3
2025-11-10,Electronics,Headphones,East,1,164.37,164.37,3.4
2025-11-10,Sports,Dumbbell,North,2,43.13,86.26,3.6
2025-11-10,Sports,Bicycle,East,2,453.87,907.74,2.1
2025-11-10,Sports,Running Shoes,West,3,88.22,264.66,4.9
2025-11-10,Sports,Running Shoes,East,1,90.84,90.84,4.1
2025-11-10,Electronics,Laptop,South,2,1005.3,2010.6,4.5
2025-11-10,Clothing,Jacket,East,1,113.77,113.77,3.9
2025-11-10,Sports,Bicycle,East,2,443.07,886.14,3.4
2025-11-10,Sports,Bicycle,East,5,494.84,2474.2,4.0
2025-11-11,Home,Coffee Maker,East,1,93.83,93.83,4.9
2025-11-11,Sports,Bicycle,North,3,428.47,1285.41,3.1
2025-11-11,Electronics,Laptop,North,2,1093.37,2186.74,4.3
2025-11-11,Home,Vacuum,North,1,182.36,182.36,5.0
2025-11-11,Sports,Yoga Mat,West,1,30.82,30.82,4.2
2025-11-11,Home,Sofa,South,1,549.59,549.59,2.9
2025-11-11,Clothing,T-Shirt,West,1,24.93,24.93,5.0
2025-11-11,Beauty,Face Cream,North,4,38.25,153.0,5.0
2025-11-11,Sports,Yoga Mat,North,1,29.41,29.41,2.3
2025-11-11,Electronics,Laptop,West,3,969.7,2909.1,5.0
2025-11-12,Beauty,Lipstick,West,2,14.16,28.32,5.0
2025-11-12,Home,Coffee Maker,West,1,89.62,89.62,5.0
2025-11-12,Sports,Bicycle,North,1,436.37,436.37,3.3
2025-11-12,Clothing,Jeans,West,2,65.92,131.84,4.5
2025-11-12,Home,Coffee Maker,North,1,87.86,87.86,3.9
2025-11-12,Beauty,Face Cream,North,1,36.72,36.72,4.0
2025-11-12,Beauty,Face Cream,South,5,32.68,163.4,4.5
2025-11-12,Clothing,T-Shirt,North,4,23.45,93.8,2.6
2025-11-13,Home,Sofa,North,1,591.82,591.82,3.9
2025-11-13,Clothing,Jeans,East,1,57.27,57.27,4.8
2025-11-13,Clothing,Jacket,East,1,122.93,122.93,4.6
2025-11-13,Sports,Yoga Mat,West,5,31.03,155.15,3.0
2025-11-13,Clothing,T-Shirt,South,1,25.17,25.17,4.3
2025-11-13,Beauty,Lipstick,East,3,13.75,41.25,4.1
2025-11-13,Electronics,Smartwatch,North,3,248.68,746.04,4.2
2025-11-13,Sports,Running Shoes,West,3,92.81,278.43,4.8
2025-11-13,Beauty,Face Cream,North,4,36.45,145.8,4.6
2025-11-13,Electronics,Headphones,South,1,154.67,154.67,4.0
2025-11-13,Sports,Dumbbell,North,1,40.18,40.18,2.9
2025-11-13,Clothing,Jeans,East,1,57.43,57.43,5.0
2025-11-13,Home,Vacuum,East,1,184.42,184.42,3.8
2025-11-14,Beauty,Lipstick,South,1,15.7,15.7,3.3
2025-11-14,Electronics,Smartphone,North,1,707.82,707.82,3.3
2025-11-14,Home,Blender,East,1,45.44,45.44,3.9
2025-11-14,Home,Coffee Maker,South,1,89.02,89.02,3.5
2025-11-14,Beauty,Perfume,East,1,81.78,81.78,3.9
2025-11-14,Electronics,Laptop,East,1,1076.06,1076.06,4.8
2025-11-14,Sports,Dumbbell,West,3,36.48,109.44,4.2
2025-11-14,Beauty,Lipstick,West,1,13.6,13.6,3.2
2025-11-14,Home,Coffee Maker,East,1,88.89,88.89,3.0
2025-11-14,Electronics,Smartphone,South,3,653.3,1959.9,4.5
2025-11-14,Clothing,T-Shirt,West,2,22.61,45.22,3.2
2025-11-14,Electronics,Smartwatch,East,3,270.46,811.38,4.3
2025-11-14,Sports,Bicycle,South,2,485.84,971.68,4.8
2025-11-14,Beauty,Lipstick,South,2,13.73,27.46,4.6
2025-11-15,Electronics,Smartphone,East,2,733.03,1466.06,3.2
